Age,Height,Weight,IQ,Ability to fight,Weapons?,Vehicles?,Food amount,Survival %
49,1.84,91.54,80,0,0,0,149.74,53.5
38,1.83,85.2,101,2,0,3,136.18,70.63
52,1.99,66.23,130,1,2,2,63.66,54.85
28,1.77,89.38,107,3,0,3,47.57,82.27
76,1.61,99.56,110,3,2,0,81.43,36.27
29,1.87,75.94,98,2,0,2,264.46,79.53
25,1.94,110.54,142,1,0,2,14.9,78.2
35,1.81,88.39,116,0,0,3,36.21,67.97
64,1.73,75.31,114,2,2,0,6.48,44.02
23,1.98,83.38,82,0,2,1,17.73,82.12
46,1.75,82.54,144,1,0,0,209.35,57.7
43,1.53,102.79,144,2,2,3,153.11,69.08
32,1.7,115.95,154,3,0,1,167.38,78.12
70,1.51,86.08,155,0,0,0,95.9,32.32
68,1.61,71.65,97,2,2,2,52.01,40.69
35,1.93,89.28,118,3,0,3,315.18,82.41
64,1.88,68.79,155,1,2,1,345.52,44.3
25,1.71,92.35,110,0,0,0,346.74,78.16
72,1.85,52.45,153,3,1,1,291.42,39.94
33,1.75,59.37,120,1,0,3,17.3,70.46
48,1.55,118.17,158,2,0,3,17.19,57.46
74,1.53,85.73,122,0,1,2,274.48,32.66
43,1.62,89.45,95,3,0,0,15.75,66.05
78,1.76,99.73,124,1,2,2,275.55,31.67
54,1.65,102.41,150,2,0,2,199.12,53.66
55,1.58,92.62,149,2,1,1,41.36,51.28
52,1.52,75.29,155,0,1,0,133.83,51.45
64,1.65,87.36,140,1,1,1,175.49,41.17
51,1.58,94.19,149,3,1,0,255.96,59.85
40,1.9,72.26,120,1,1,0,136.91,64.46
65,1.72,98.8,80,0,1,0,223.26,38.74
24,1.83,60.82,86,3,0,2,59.91,85.8
79,1.87,82.12,118,3,1,2,105.5,32.41
66,1.57,97.21,159,2,2,0,118.38,42.39
30,1.78,83.01,123,2,0,2,243.04,78.24
37,1.65,94.18,105,2,0,1,21.03,68.14
72,1.52,69.34,132,0,1,1,206.69,32.38
78,1.63,102.86,108,0,1,2,61.59,25.82
37,1.56,98.85,135,2,0,2,71.16,68.95
55,1.95,95.46,149,0,2,3,19.3,50.51
66,1.67,110.61,99,3,2,0,141.8,46.47
75,1.5,66.3,86,1,0,2,77.04,29.03
19,1.7,73.15,149,1,1,3,336.26,93.97
77,1.5,82.56,149,2,2,0,201.91,31.67
61,1.54,75.1,109,3,2,3,139.6,54.72
39,1.52,70.76,81,0,2,3,222.67,71.94
79,1.94,110.78,113,0,0,3,49.87,24.33
36,1.81,93.1,105,0,2,0,192.36,69.64
62,1.75,62.87,116,2,2,1,6.73,46.05
24,1.65,99.68,147,2,0,1,56.92,81.38
31,1.53,77.2,109,0,2,0,252.85,74.84
75,1.78,65.39,107,1,2,2,187.02,33.49
58,1.65,116.08,100,2,2,1,340.74,52.27
19,1.95,70.46,90,2,0,0,283.25,86.94
70,1.94,82.06,146,3,2,0,343.09,43.14
28,1.5,62.09,99,1,1,2,194.7,78.6
70,1.87,96.01,125,1,0,0,102.3,33.34
40,1.57,91.77,102,1,0,0,117.84,63.39
20,1.6,114.69,96,0,1,1,248.51,84.66
69,1.95,64.46,108,3,1,0,120.34,41.4
53,1.71,70.49,84,2,0,0,200.6,52.67
22,1.74,74.43,84,1,1,2,142.43,83.9
41,1.87,68.26,124,1,0,1,128.69,62.86
60,1.61,111.49,156,0,2,1,284.54,46.9
49,1.61,85.78,107,0,0,1,238.62,54.59
62,1.72,56.96,106,2,1,0,186.02,44.62
25,1.63,95.51,134,0,2,0,211.75,80.71
74,1.57,76.8,84,2,1,1,266.42,33.78
71,1.7,110.62,111,1,0,3,362.62,41.67
39,1.62,109.16,119,0,2,1,178.14,67.19
35,1.78,57.46,109,0,2,0,66.54,70.22
21,1.76,87.24,91,0,1,2,58.36,82.78
67,1.89,62.99,100,0,1,3,103.39,38.76
67,1.72,96.58,86,1,2,3,333.61,47.9
48,1.52,88.67,133,3,2,3,230.8,70.15
18,1.98,119.49,158,1,1,1,242.9,87.62
44,1.7,94.72,143,3,0,1,218.54,66.46
56,1.62,110.39,132,1,0,0,69.01,47.23
52,1.88,68.06,84,2,1,3,338.36,63.02
43,1.55,59.1,95,3,1,0,31.24,67.1
65,1.67,62.2,122,2,1,0,82.62,41.28
32,1.9,112.92,107,0,0,1,319.79,72.13
45,1.75,85.57,132,2,1,1,266.63,62.78
30,1.73,82.08,144,1,2,3,309.82,84.26
22,1.75,92.09,157,2,1,2,20.95,84.28
74,1.56,61.36,129,2,0,0,31.57,31.11
34,1.87,114.42,101,0,1,0,170.67,69.57
32,1.67,89.09,95,1,1,2,269.49,75.59
27,1.54,106.5,80,3,0,1,150.6,83.0
76,1.6,112.04,138,3,2,1,209.64,37.4
49,1.64,88.75,124,2,2,3,203.79,64.43
69,1.78,90.82,144,0,1,2,155.23,36.07
40,1.76,53.98,101,0,0,0,321.36,63.07
28,1.62,60.31,133,3,2,0,242.12,84.81
42,1.75,65.19,104,3,1,1,309.88,70.07
22,1.79,104.26,148,3,2,1,11.26,90.08
56,1.65,82.63,158,1,2,3,125.13,53.34
46,1.63,74.4,100,1,0,2,114.26,58.52
62,1.75,118.49,86,0,0,1,54.84,40.37
71,1.96,80.73,128,2,0,1,352.52,36.35
48,1.68,64.71,83,0,0,3,197.91,59.28
33,1.76,85.1,125,0,1,1,108.89,70.73
24,1.83,97.7,88,1,0,1,333.43,81.22
64,1.8,63.03,141,2,0,3,340.24,50.07
59,1.84,53.24,92,0,2,1,0.58,46.0
41,1.78,119.26,95,1,2,0,85.78,65.29
76,1.79,118.26,97,0,1,1,333.68,29.22
59,1.86,57.64,121,2,0,0,356.09,47.19
22,1.78,108.68,159,1,2,3,52.74,85.41
30,1.51,55.32,105,3,1,0,173.08,80.58
22,1.61,119.4,115,0,2,1,129.78,83.87
29,1.86,77.36,123,1,1,0,363.62,76.21
47,1.74,111.37,129,1,1,0,353.38,58.18
27,1.87,73.84,97,0,0,3,25.02,75.67
78,1.96,92.03,90,2,0,1,154.49,28.03
78,1.7,76.45,93,0,0,3,228.35,30.09
55,1.91,81.59,121,1,0,2,125.12,49.67
45,1.68,107.35,104,0,0,0,229.91,57.77
63,1.87,110.87,148,2,1,1,303.24,45.02
72,1.93,60.29,157,1,2,0,260.51,34.87
66,1.54,79.12,118,0,0,1,71.03,36.47
62,2.0,117.91,87,1,2,2,113.27,45.51
46,1.73,111.88,88,0,0,3,333.04,64.88
51,1.56,107.25,139,1,0,1,293.71,53.96
31,1.73,118.86,140,3,2,3,140.7,84.75
39,1.99,52.07,95,2,1,1,354.44,69.36
18,1.76,111.76,118,1,2,1,330.45,90.2
49,1.8,84.53,156,2,1,1,220.33,58.47
52,1.86,66.18,136,0,2,0,89.34,53.3
61,1.57,119.63,130,2,0,0,19.92,44.07
31,1.58,103.31,118,1,0,0,83.3,72.28
37,1.9,60.88,81,1,2,2,271.54,72.62
53,1.89,108.51,137,0,0,0,111.43,49.37
77,1.8,89.69,147,2,0,1,334.87,30.23
46,1.87,60.19,138,3,2,0,115.91,66.39
79,1.58,60.05,135,2,1,0,307.58,28.03
60,1.67,86.95,117,1,0,2,166.72,45.22
43,1.96,100.92,84,3,0,2,15.5,66.21
43,1.69,83.02,147,0,2,0,117.14,62.39
78,1.91,72.31,83,1,1,0,223.32,26.74
49,1.93,66.21,143,3,2,2,363.39,67.85
37,1.81,107.39,146,3,1,0,207.93,73.69
48,1.97,66.73,116,0,2,3,164.11,61.38
47,1.89,84.7,100,0,1,2,346.09,60.61
46,1.52,63.86,135,1,2,0,306.11,61.02
33,1.87,111.8,109,3,0,3,30.34,76.81
72,1.79,102.23,81,3,2,0,20.19,40.07
53,1.97,91.46,153,1,1,1,116.02,51.77
21,1.73,88.52,131,1,1,2,214.23,85.86
35,1.5,69.41,124,3,2,0,113.61,77.38
58,1.53,104.83,128,2,2,1,239.86,51.6
19,1.82,84.93,95,3,0,1,100.41,90.67
66,1.78,53.47,132,2,1,3,331.79,48.85
35,1.59,91.55,89,0,0,0,347.23,68.16
28,1.83,102.69,156,0,1,0,338.98,76.13
52,1.97,53.93,144,3,1,0,334.49,59.12
63,1.99,110.04,154,1,2,0,7.31,43.02
38,1.89,95.11,140,3,0,1,291.77,72.95
64,1.86,72.01,143,1,1,3,173.21,44.62
18,1.61,118.51,145,1,2,0,306.64,89.02
70,1.83,69.85,139,1,2,1,364.2,38.43
67,1.7,96.15,156,0,0,0,86.92,35.29
56,1.59,62.01,112,3,1,0,295.54,54.99
71,1.99,64.49,111,3,1,2,338.4,43.51
62,1.85,109.09,128,2,0,0,161.66,43.54
26,1.71,92.45,155,3,1,3,36.54,84.97
64,1.62,53.08,107,2,0,0,225.47,41.75
34,1.9,73.81,100,3,2,3,96.21,80.57
33,1.67,72.14,83,3,1,3,235.77,83.29
33,1.64,55.98,151,1,2,3,11.29,73.3
37,1.55,114.93,127,3,1,1,170.02,74.13
66,1.56,57.17,144,3,2,1,158.99,47.06
24,1.79,107.97,82,0,0,2,313.75,82.18
36,1.98,85.52,152,2,0,2,258.6,72.45
53,1.97,108.01,121,3,1,0,208.02,57.69
27,1.65,110.81,95,0,1,1,92.75,76.62
22,1.65,60.29,123,3,1,2,184.77,90.46
34,1.57,66.71,127,0,0,3,19.48,68.52
52,1.95,110.95,118,3,1,2,0.52,58.01
33,1.88,69.67,94,3,2,0,337.38,80.12
73,1.76,95.55,144,3,1,3,105.72,39.82
28,1.87,76.14,83,2,1,1,311.32,80.08
76,1.89,99.62,151,3,0,2,48.03,33.64
48,1.82,115.82,102,3,1,2,313.63,66.18
64,1.56,110.92,119,0,2,2,19.49,41.26
21,1.66,111.93,103,1,0,3,73.8,83.97
68,1.85,63.72,138,3,1,3,228.62,48.1
48,1.57,77.51,83,1,0,2,151.84,57.02
68,1.69,94.5,147,2,0,3,354.49,46.45
62,1.83,80.83,115,2,2,2,213.67,48.85
60,1.97,76.96,127,1,0,2,7.85,43.11
63,1.77,64.94,103,0,2,2,124.36,43.66
54,1.61,86.87,112,3,2,1,332.38,60.22
49,1.81,77.69,127,2,1,1,310.92,59.07
61,1.71,89.31,109,3,2,3,94.71,53.53
48,1.84,66.23,157,0,2,1,344.27,59.3
18,1.81,50.01,115,2,1,1,243.09,89.62
20,1.71,75.39,149,3,0,2,115.54,90.54
26,1.82,98.31,121,2,1,2,261.5,83.49
75,1.92,60.31,110,3,0,3,77.66,36.07
27,1.6,118.41,156,3,1,2,56.61,83.75
56,1.5,52.7,135,2,0,2,123.4,50.65
74,1.54,56.4,95,3,1,1,91.25,36.61
29,1.64,96.06,80,0,2,1,308.89,78.06
19,1.97,92.73,131,3,2,0,312.77,94.04
74,1.89,68.53,125,0,0,2,335.04,32.47
38,1.78,51.46,97,0,0,2,55.56,64.74
69,1.92,73.45,124,0,0,2,198.25,35.64
36,1.93,110.82,116,0,0,3,354.84,75.46
23,1.98,73.62,149,0,1,3,299.14,87.98
76,1.92,64.89,140,1,1,3,164.74,32.39
52,1.99,75.81,135,0,0,0,153.01,50.51
52,1.57,87.32,105,3,0,1,351.71,59.34
19,1.78,114.7,121,0,0,1,324.63,85.16
26,1.54,63.32,98,1,1,3,119.39,81.18
26,1.63,76.15,94,3,0,0,80.67,83.27
21,1.97,83.3,110,2,1,3,93.3,87.49
49,1.93,95.69,155,1,1,1,326.89,57.18
72,1.8,89.51,106,0,2,0,362.63,34.21
25,1.9,63.37,116,1,0,3,108.7,80.9
50,1.61,53.07,81,1,1,2,104.78,55.4
35,1.59,65.57,120,1,0,0,329.9,69.1
68,1.65,94.87,98,3,1,2,316.42,46.22
18,1.66,116.38,81,0,0,1,215.43,85.44
79,1.78,62.52,154,0,2,2,68.63,26.92
68,1.89,77.03,85,2,2,1,163.6,41.09
77,1.6,58.93,86,1,2,3,13.99,29.37
45,1.67,63.63,111,1,2,3,293.57,68.83
24,1.66,70.08,143,3,2,1,105.01,88.7
65,1.5,58.34,108,2,2,1,359.94,45.4
79,1.91,98.94,103,0,0,0,317.51,24.06
30,1.57,92.89,123,2,0,2,102.86,76.37
79,1.56,107.64,88,0,2,3,161.64,30.31
64,1.77,80.83,129,2,1,2,24.19,42.32
28,1.72,114.46,109,2,1,2,52.49,78.7
44,1.86,115.17,86,2,2,1,63.21,64.42
37,1.88,89.69,108,2,1,3,255.54,75.81
44,1.82,108.93,86,1,0,0,233.13,59.78
64,1.73,62.47,87,2,1,3,8.88,42.24
40,1.7,63.62,114,0,1,0,10.31,63.03
36,1.58,111.0,157,0,0,1,338.25,68.26
70,1.51,86.83,131,3,1,1,94.71,40.63
64,1.6,76.16,87,1,0,0,357.47,40.19
29,1.56,104.98,91,3,1,3,266.15,88.1
25,1.6,89.58,90,1,1,2,66.85,79.89
30,1.77,86.58,117,2,0,3,122.45,78.27
37,1.79,65.26,149,3,1,3,11.7,73.31
19,1.69,75.35,137,3,2,2,205.84,95.74
69,1.86,86.76,87,3,2,3,207.66,48.54
63,1.84,104.5,141,1,0,2,359.64,44.8
20,1.81,71.47,139,0,1,1,27.27,83.18
24,1.69,60.12,88,1,2,0,280.46,82.94
70,1.67,105.81,156,2,1,0,163.64,36.55
49,1.54,55.29,130,2,0,2,180.3,58.4
60,1.99,65.78,127,0,2,1,220.37,46.47
36,1.65,88.87,158,0,2,1,104.07,69.69
61,1.54,58.79,156,1,1,3,23.52,43.63
23,1.69,86.79,103,3,0,0,265.9,86.89
44,1.67,77.3,94,2,1,0,248.88,62.83
31,1.77,82.25,149,3,1,2,349.56,83.66
60,1.61,77.0,139,1,2,2,66.29,46.88
69,1.67,106.55,116,1,0,0,163.31,34.54
51,1.51,90.47,112,0,0,2,70.47,51.94
46,1.52,91.73,118,3,1,0,356.89,65.19
52,1.91,119.09,113,2,2,3,264.72,63.06
52,1.53,77.62,151,1,1,1,232.16,53.55
56,1.57,67.79,85,0,1,0,149.48,47.5
45,1.57,67.16,85,3,2,3,45.85,68.22
61,1.98,74.85,116,3,0,3,341.54,57.11
60,1.95,50.47,135,1,0,2,238.32,46.18
60,1.78,87.42,101,2,2,0,236.99,48.79
22,1.63,83.67,86,2,0,2,167.68,85.24
24,1.88,53.99,158,3,1,1,268.2,87.79
78,1.95,104.22,86,2,0,1,275.44,28.84
60,1.54,82.91,118,3,2,1,98.88,52.66
34,1.71,108.08,120,1,1,2,55.81,70.74
64,1.61,64.12,112,1,1,3,65.23,41.74
53,1.74,53.97,158,1,1,2,222.04,53.96
78,1.82,102.16,129,2,0,0,333.51,28.11
33,1.64,113.18,104,2,0,3,270.2,79.21
66,1.67,85.65,101,3,0,1,61.14,43.41
59,1.9,98.03,101,1,1,2,319.3,49.26
32,1.51,90.59,115,1,0,2,257.3,74.43
51,1.97,53.97,116,1,2,1,232.12,56.55
18,1.79,117.94,151,0,0,1,306.85,86.05
66,1.97,80.19,91,3,2,0,223.81,46.75
25,1.67,75.13,117,1,0,0,104.01,78.35
50,1.68,109.73,138,3,0,0,230.99,59.77
27,1.9,111.27,135,1,0,3,106.95,78.85
21,1.56,72.67,149,1,0,1,149.3,83.0
66,1.79,101.54,109,3,1,3,263.87,51.04
21,1.73,62.07,125,0,2,1,52.69,84.35
25,2.0,66.3,156,3,0,0,107.4,84.36
29,1.91,108.85,85,3,0,3,176.62,84.71
55,1.59,58.13,122,0,1,1,0.31,48.0
39,1.99,79.18,134,0,2,1,67.32,66.45
42,1.67,51.79,126,2,2,1,118.59,66.79
74,1.6,109.75,95,3,0,2,312.04,39.16
22,1.94,89.69,86,3,0,1,363.79,89.43
57,1.82,103.59,120,2,0,3,157.93,52.21
52,1.96,101.72,80,1,2,3,73.83,55.97
48,1.89,68.56,152,2,1,3,259.41,64.92
45,1.91,115.15,98,1,0,0,266.54,58.89
48,1.88,66.48,149,3,0,0,127.69,61.43
58,1.99,103.88,158,0,1,3,110.22,47.94
57,1.88,89.45,87,1,0,3,278.93,53.44
47,1.93,84.29,97,0,1,3,155.24,60.14
55,1.86,59.33,158,1,2,2,179.27,53.39
33,1.61,80.18,96,2,0,1,258.21,73.72
38,1.77,67.75,134,1,2,0,184.02,68.61
62,1.86,51.09,139,3,1,3,157.49,52.2
58,1.91,106.38,107,2,1,1,36.41,48.24
54,1.83,96.82,105,1,1,1,22.57,50.15
22,1.83,80.61,126,0,2,1,222.87,84.49
53,1.66,114.73,151,1,1,2,188.96,53.52
57,1.74,111.07,85,1,2,3,119.83,52.2
55,1.62,65.04,104,0,0,0,194.71,47.65
35,1.66,99.37,98,2,2,3,343.67,82.16
18,1.71,94.57,142,1,2,2,37.41,88.5
41,1.74,72.12,102,3,0,0,48.6,68.16
63,1.89,78.95,119,2,1,0,182.74,43.61
54,1.91,106.41,94,2,1,2,70.49,52.94
48,1.8,54.02,89,3,2,2,9.38,64.13
52,1.82,112.06,151,2,0,2,27.97,53.37
20,1.6,84.64,142,1,0,1,32.39,83.22
27,1.53,82.54,125,2,1,1,316.57,81.11
41,1.93,91.16,112,3,0,0,112.94,68.38
22,1.84,83.5,100,2,2,3,158.69,90.23
31,1.91,55.75,118,1,1,1,351.25,75.34
64,1.62,97.34,117,2,2,1,173.06,45.15
47,1.51,80.3,138,0,1,1,211.2,57.41
22,1.56,117.8,157,2,0,0,114.83,83.38
56,1.68,59.18,150,2,0,0,12.04,49.04
36,1.61,100.41,93,3,2,1,10.68,76.07
57,1.72,58.33,119,2,2,0,355.29,52.18
74,1.87,59.55,114,2,0,3,273.09,38.28
30,1.8,79.27,91,0,1,2,276.81,76.69
31,1.93,63.14,130,3,0,3,34.41,78.92
46,1.83,100.84,142,0,2,3,196.5,64.24
71,1.6,96.34,85,0,0,3,97.46,33.6
62,1.96,71.01,141,1,2,2,264.47,47.53
41,1.97,55.69,154,0,1,1,160.78,63.07
57,1.95,117.1,104,1,0,1,230.41,47.54
25,1.59,108.4,129,3,2,3,240.38,93.41
34,1.68,98.5,94,3,2,3,64.84,79.73
54,1.73,117.81,132,2,0,3,241.56,57.44
58,1.77,94.78,98,2,2,2,225.02,53.0
41,1.89,63.6,134,2,0,3,20.44,64.55
77,1.54,98.97,99,1,0,0,261.12,26.87
34,1.96,101.26,155,1,0,3,108.78,71.9
77,1.73,101.68,82,2,2,2,322.05,35.29
70,1.6,68.82,151,1,0,2,311.28,37.15
29,1.63,72.29,116,2,1,2,356.53,81.75
48,1.99,60.82,84,0,1,0,34.08,55.11
59,1.94,62.0,137,3,0,1,357.06,52.38
20,1.61,108.53,113,2,0,3,108.8,87.9
79,1.74,54.73,120,1,1,0,100.15,25.33
66,1.53,99.13,103,2,2,2,190.58,44.54
44,1.9,109.36,134,0,0,3,266.98,65.12
18,1.52,116.15,83,0,2,3,336.47,95.97
40,1.58,60.85,151,1,2,3,155.54,70.15
70,1.53,103.67,158,2,2,2,27.23,38.36
26,1.53,52.33,92,2,0,3,269.92,86.2
37,1.84,117.88,158,1,2,2,244.01,72.25
38,1.6,101.79,99,0,2,0,162.73,67.54
74,1.9,57.15,144,1,1,0,142.83,30.48
20,1.59,103.8,131,3,1,0,232.65,90.78
36,1.66,81.06,116,3,0,3,339.32,82.05
58,1.72,60.49,102,0,2,2,157.18,49.1
35,1.54,63.08,129,2,2,0,213.76,73.71
63,1.77,83.97,103,2,0,2,288.62,45.85
58,1.7,101.23,112,3,2,2,185.84,56.48
36,1.7,79.17,95,3,1,0,236.06,74.79
48,1.95,73.17,107,2,0,3,283.75,64.57
52,1.91,113.24,105,3,0,0,233.64,57.78
21,1.67,115.1,111,2,0,1,285.31,85.9
74,1.87,95.5,90,3,1,2,180.05,38.4
21,1.98,53.46,80,1,1,1,268.58,84.79
76,1.78,96.74,82,3,2,0,220.17,36.73
74,1.85,52.67,138,1,2,2,75.67,33.01
64,1.99,84.34,152,0,2,0,203.8,41.68
41,1.51,118.51,154,1,2,2,109.87,66.47
20,1.56,91.1,104,2,2,1,343.4,90.29
49,1.59,51.95,106,1,1,2,186.33,57.49
41,1.86,68.23,157,2,0,1,23.08,64.15
40,1.84,116.66,84,3,2,3,314.62,80.39
38,1.71,83.46,130,2,0,0,308.4,68.03
44,1.51,81.01,101,1,2,2,63.95,62.85
73,1.97,115.53,92,3,1,1,23.21,37.15
66,1.56,67.37,105,3,1,2,316.67,48.22
61,1.77,88.43,83,0,1,2,68.09,42.91
30,1.56,80.66,122,3,1,3,160.24,84.27
76,1.73,64.91,104,0,1,1,87.48,27.58
64,1.58,60.81,88,3,0,0,141.49,45.47
66,1.83,111.64,121,3,0,2,256.22,46.42
54,1.74,110.13,119,3,2,0,224.78,58.75
68,1.8,58.15,128,2,0,1,230.77,38.54
48,1.75,51.14,137,2,2,2,105.49,61.41
44,1.76,64.44,93,3,1,3,17.28,66.46
26,1.73,119.97,135,0,1,1,235.54,78.57
66,1.83,108.46,91,3,2,0,38.36,46.13
50,1.82,101.9,109,3,2,3,83.69,64.23
56,1.63,113.86,146,0,0,3,166.44,50.44
59,1.72,114.7,123,3,2,2,126.39,54.69
42,1.98,67.76,124,0,1,0,162.27,61.54
61,1.73,101.98,81,0,1,1,38.35,42.26
18,1.75,55.38,124,3,0,3,161.83,95.32
48,1.55,111.61,141,1,0,0,248.71,55.83
57,1.87,70.81,150,3,0,2,229.0,55.05
77,1.7,109.05,99,0,2,0,352.16,29.17
53,1.81,60.29,84,2,2,3,261.37,61.97
51,1.84,53.45,136,2,0,3,58.18,55.55
31,1.56,110.14,140,3,1,2,32.44,79.43
78,1.89,63.84,101,2,2,0,202.66,30.68
30,1.71,65.45,106,0,2,0,1.67,75.01
74,1.94,75.84,88,0,2,1,201.32,32.34
62,1.6,86.37,94,3,1,0,29.77,48.1
74,1.68,107.11,135,2,0,0,268.53,31.9
65,1.94,68.11,83,3,0,3,229.05,50.11
20,1.51,102.83,97,3,2,0,18.95,92.06
31,1.6,84.82,128,3,2,2,11.63,81.16
25,1.55,103.49,83,0,1,1,133.14,78.89
33,1.65,84.55,129,0,1,1,259.44,71.73
65,1.74,110.68,118,0,1,2,35.15,38.47
76,1.77,71.85,102,3,2,1,93.45,36.62
57,1.53,60.14,81,1,1,1,358.57,49.39
70,1.56,60.7,130,0,2,3,237.13,41.32
47,1.68,56.6,95,1,0,2,20.99,56.28
19,1.62,89.16,156,0,2,3,33.76,86.9
54,1.6,104.53,114,1,0,1,361.77,51.41
47,1.95,103.29,154,0,1,0,83.82,56.28
19,1.81,55.75,116,2,1,3,47.01,88.25
58,1.95,67.05,139,0,0,2,109.34,45.46
58,1.8,100.57,128,1,1,2,59.45,46.79
77,1.81,57.3,100,1,2,1,43.3,29.29
69,1.83,87.08,136,2,2,2,98.74,40.32
67,1.67,101.83,141,3,2,0,312.79,46.04
37,1.77,51.92,86,2,0,1,66.84,68.45
49,1.87,90.83,88,2,0,0,3.13,56.01
58,1.63,53.26,96,1,2,2,332.09,52.43
45,1.76,68.5,146,2,2,2,58.99,63.79
64,1.62,102.34,156,3,2,3,34.6,48.92
62,1.81,98.29,110,0,1,2,179.16,43.39
25,1.85,96.3,100,0,2,1,70.02,80.47
48,1.71,110.91,149,2,2,0,134.52,60.45
64,1.61,110.79,95,0,2,0,257.16,41.86
23,1.9,56.14,151,3,2,0,270.22,89.9
76,1.97,54.23,86,1,2,1,169.72,31.13
26,1.79,82.8,85,0,2,3,169.49,83.52
72,1.69,84.54,82,1,1,1,11.48,32.08
74,1.61,56.2,83,0,0,1,101.7,28.68
68,1.67,53.18,124,0,1,2,216.55,37.89
61,1.63,69.36,147,2,0,2,320.83,48.28
78,1.64,61.12,158,1,2,2,127.19,29.7
72,1.97,75.83,134,2,1,0,139.55,34.47
49,1.74,84.1,102,2,0,2,137.83,57.84
39,1.53,89.27,154,1,1,1,95.17,65.63
53,1.58,92.73,94,1,2,1,305.83,55.04
75,1.75,66.51,85,2,1,1,225.66,32.5
61,1.8,53.07,113,2,0,3,32.64,44.87
63,1.94,54.47,142,2,1,2,26.25,43.35
39,1.78,76.26,120,2,2,2,349.0,73.65
63,1.59,99.22,101,0,0,3,104.61,41.79
54,1.85,64.32,110,2,0,0,163.27,51.54
26,1.78,109.84,147,2,2,0,145.44,82.49
74,1.77,53.47,87,1,2,1,207.7,33.39
27,1.52,81.9,81,0,0,2,313.85,79.18
24,1.89,91.92,90,2,0,1,155.16,82.03
48,1.67,55.37,136,0,0,3,105.01,56.8
40,1.56,84.2,127,0,0,3,284.09,69.58
39,1.88,99.91,91,3,2,1,227.73,74.52
65,1.6,85.64,98,3,0,0,30.73,44.1
40,1.98,112.48,129,2,0,0,332.55,66.11
58,1.86,104.38,127,3,2,2,167.11,56.23
39,1.61,96.01,101,0,2,1,30.06,66.2
70,1.77,95.09,97,3,0,1,292.34,40.95
28,1.71,67.81,122,3,2,0,27.04,84.09
35,1.62,90.49,111,1,1,1,202.97,70.35
43,1.73,96.56,137,1,2,1,294.72,64.97
58,1.89,76.37,159,0,1,0,306.5,46.02
28,1.86,114.11,114,2,0,1,253.0,78.69
77,1.97,87.29,139,0,1,3,354.69,35.46
28,1.83,88.37,112,1,1,1,78.47,76.52
60,1.71,70.81,92,0,1,0,319.19,44.06
71,1.82,98.3,146,2,0,2,55.31,34.74
40,1.94,89.15,91,0,2,0,168.84,65.56
46,1.64,103.51,150,1,0,0,175.18,57.58
19,1.69,64.01,101,2,1,0,77.11,87.26
49,1.54,114.15,94,0,2,3,153.78,60.1
22,1.6,58.82,148,3,0,1,63.19,87.42
33,1.84,97.21,110,3,2,2,312.17,83.16
78,1.62,53.29,105,3,0,0,132.81,31.44
76,1.98,84.35,136,1,2,3,131.4,33.5
36,1.51,60.45,115,1,0,2,276.33,70.68
38,1.88,113.91,91,0,1,2,78.36,66.04
63,1.99,51.54,109,1,0,1,70.17,40.47
67,1.51,57.61,117,1,1,3,245.92,43.56
69,1.5,88.95,98,0,0,2,9.69,33.13
70,1.93,94.25,89,3,1,3,16.77,40.45
24,1.77,118.49,96,2,1,0,329.45,83.1
56,1.99,51.79,155,2,1,2,283.78,53.78
79,1.92,93.47,112,0,0,1,40.05,23.27
23,1.52,114.47,95,2,2,0,35.92,85.12
35,1.84,82.64,109,2,0,1,323.88,72.16
49,1.73,117.11,111,2,1,3,263.28,64.02
35,1.51,80.33,108,3,0,3,135.45,77.61
76,1.81,59.78,158,2,1,3,311.16,38.3
75,1.76,65.11,153,2,1,1,207.03,32.38
51,1.67,80.04,115,0,2,0,199.88,54.67
24,1.72,66.99,86,1,0,2,27.18,79.36
37,1.96,92.02,83,0,0,0,116.5,65.39
23,1.95,109.92,115,1,0,0,153.18,80.51
78,1.54,65.45,135,3,1,0,4.33,32.01
26,1.93,102.48,127,1,0,2,171.77,79.29
34,1.58,70.91,96,0,2,0,64.19,71.21
38,1.67,83.04,119,0,0,3,43.75,65.17
56,1.71,87.79,129,0,2,2,317.32,53.23
27,1.75,84.63,85,2,1,3,44.14,80.18
33,1.76,77.94,83,1,1,3,64.4,72.72
75,1.69,92.04,121,2,2,0,214.65,33.72
61,1.66,52.02,103,1,0,0,200.67,42.67
20,1.97,54.4,127,1,2,2,61.08,86.82
45,1.56,114.28,154,0,0,3,356.22,66.5
79,1.86,92.0,137,0,1,0,169.65,24.57
63,1.97,87.21,121,3,2,3,169.63,53.52
41,1.51,76.24,110,0,1,3,80.98,64.16
58,1.87,54.19,101,0,0,2,240.72,47.21
66,1.61,117.64,105,2,1,2,341.39,44.55
25,1.68,74.32,81,0,2,0,71.31,80.24
37,1.78,69.38,92,3,1,1,202.5,74.35
56,1.54,72.51,84,3,2,3,31.01,56.83
41,1.95,92.86,113,3,1,1,297.07,70.98
36,1.92,84.14,138,2,1,0,108.19,70.36
21,1.56,73.18,101,3,0,3,358.09,97.55
63,1.98,107.64,152,0,0,2,273.54,42.65
35,1.75,99.03,154,2,1,3,227.59,77.07
